TemplateID	Name
5143	Ma-bư
5144	Tản bộ
5145	Quán quân bóng nước
5146	Street Boy
5147	Trượt băng
5148	Tã lót tím
5150	Áo giáp hoàng đế
5151	Hướng dẫn viên
5152	Thanh niên tình nguyện
5153	Siêu nhân Gunny（nam）
5155	Áo Lạc Việt
5156	Cơn thịnh nộ Sulan
5157	Ngôi sao lung linh
5158	Chiến bào Quan Công
5159	Gia Cát chi bào
5160	Chàng hip-hop
5161	Chàng lang thang
5162	Parkour
5163	Áo nhân sâm
5164	Phản ngịch
5165	Cao bồi miền Tây
5166	Kỵ sĩ thần thú
5167	Chiến xa
5168	Tỏ tình guitar
5169	Thời thượng
5170	Yêu Pet
5171	Áo đầu lâu
5172	Chu du
5173	Chàng hàng xóm
5174	Kidswant
5175	Áo giáp Minotaure
5176	Thuyền trưởng móc sắt
5177	Trinh thám trong đêm
5178	Chiến sĩ dũng cảm
5179	Che chở
5180	Tay đua ngựa
5181	Khôi ngô tuấn tú
5182	Bác sĩ
5184	Dạ Miêu
5185	Octopus
5187	Phiêu bạt
5188	Người giàu có
5189	Nhà thám hiểm
5190	Vua Karaoke
5191	Ngự xà
5192	Đồng phục học viên
5193	Ảo thuật bài
5195	Sắc màu
5196	Phán quan
5197	Lộc giáp
5198	Kín đáo
5199	Áo dài Nam
5201	Lính mới
5202	Lễ phục
5203	Nắng xuân
5204	Ngọn lửa
5205	Dễ thương
5206	Hello Hawaii
5207	Thiếu nữ
5208	Tinh nghịch
5209	Đồng phục
5210	Ánh dương
5211	Đơn giản
5212	Hẹn ước
5213	Dạo bước
5214	Bé ngoan
5215	Mộng mơ
5216	Váy dạ hội
5217	Võ sỹ
5218	Tự do
5219	Trào lưu mới
5220	Váy caro
5221	Khiêu vũ
5222	Thể thao
5223	Lễ phục
5224	Cởi mở
5225	Lam quý phái
5226	Siêu phàm
5227	Khái niệm mới
5228	Cà phê sữa
5229	let's dance
5230	Thanh xuân
5231	Siêu nhân
5232	Cô bé dâu tây
5233	China doll
5234	Áo gấu
5235	Áo hở rún
5236	Đồng phục
5237	Mode
5238	Tâm tình
5239	Bồng bềnh
5240	Áo Thảo Mã
5241	Panda
5242	Lolita
5243	Kỷ niệm trường học
5244	Phút nhàn rỗi
5245	Gió nhiệt đới
5246	Phục vụ
5247	Sức xuân
5248	Váy pháo hoa
5250	Áo khoác hoàng đế
5251	Áo bà ba
5252	Thanh niên tình nguyện
5253	Siêu nhân Gunny（Nữ）
5254	Áo Lạc Việt
5255	Bảo vệ rừng xanh
5256	Công chúa váy ngắn
5257	Ngôi sao lung linh
5258	Áo bơi màu hồng
5259	Áo dân tộc
5260	Kem dâu
5261	Mùa hè
5262	Trẻ trung
5263	Bước nhảy
5264	Kỉ niệm trường học
5265	Thanh xuân
5266	Mỹ nhân
5267	Cá tính
5268	Giai nhân
5269	Nhí nhảnh
5270	Áo nhân sâm
5271	Gấu nhỏ
5272	Cổ động viên
5273	Nữ vương Gunny
5274	Lolita
5275	Thiên nga Ballet
5276	Yêu cuồng nhiệt
5277	Ngọt ngào
5278	Tiểu ma tiên
5279	Thư thả
5280	Nữ hiệp
5281	Tay đua ngựa
5282	Miêu Cơ
5283	Nữ vương băng giá
5284	Váy hoa và gấu pooh
5285	Nữ cảnh sát mèo đen
5286	Áo Arale
5287	Octopus
5288	Cung đình
5289	Công chúa lai
5290	Nữ vương săn bắn
5291	Nữ vương sô-cô-la
5292	Bạch tuyết
5293	Đồng phục học viên
5295	Đồ nhung trắng
5296	Bà già noel
5297	Áo vui vẻ
5298	Lãng mãn trẻ thơ
5299	Áo dài Nữ
5300	Cheerleader
5301	Vua sàn nhảy
5302	Áo bóng chày
5303	Đại gia
5304	Anti Trojan
5305	Thiên vương
5306	Đồng phục giáo viên
5307	Kỵ sĩ rồng
5308	Áo Lân
5317	Áo Gà Choai
5400	Đặc công
5401	Melinda
5402	Đẹp rạng rỡ
5403	Thỏ con
5404	Ngôi sao
5405	Độc bá
5406	Sấm sét
5407	Áo ca sĩ
5408	Áo trẻ em
5409	Đồng phục giáo viên
5410	Áo may mắn
5411	Nữ đạo sĩ
5422	Áo Gà Điệu
6101	Thế hệ mới
6102	Trung thực
6103	Kiên cường
6104	Trầm tư
6105	Lương thiện
6106	Tự tin
6107	Buồn rầu
6108	Ngầu
6109	Ngây thơ
6110	Đau thương
6111	Lạc lõng
6112	Thần sắc
6113	Mắt to
6114	Bông tai
6115	Thư thái
6116	Cương trực
6117	Thư giãn
6118	Nham hiểm
6119	Vui vẻ
6120	Lý Quỳ
6121	Quen biết
6122	Đau mắt hột
6123	Giả vờ
6124	Xuất thần
6125	Đắc ý
6126	Nanh cọp con
6127	Nói mớ
6128	Nhẫn nhịn
6129	Chua ngọt
6130	Thức đêm
6131	Hớn hở
6132	Đạm định đế
6133	Mắt tinh khôi
6134	Nộ khí xung thiên
6135	Mắt xanh
6136	Manly
6201	Thế hệ mới
6202	Lãng mạn
6203	Chất phác
6204	Tình ý
6205	Long lanh
6206	Thuần khiết
6207	Khó chịu
6208	Lanh lợi
6209	Bất mãn
6210	Búp bê
6211	Vết thương
6212	Cười mĩm
6213	Nước ròng
6214	Nhíu mày
6215	Nhu mì
6216	Nghiêm túc
6217	Cười mĩm
6218	Kiên cường
6219	Buồn ngủ
6220	Nổi giận
6221	Trong suốt
6222	Tỏ tình
6223	Chói lọi
6224	Miệng mèo
6225	Tâm trạng tốt
6226	Hùng biện
6227	Nói mớ
6228	Lạc Thiên Phái
6229	poket
6230	Máy phát điện
6231	Trí lực hội tụ
6232	Cà tím
6233	Mê ly
6234	Xảo quyệt
6235	Chí tình
6236	Tinh ranh
6237	Mắt tím
6238	Mi gió
7001	Búa phá đá
7002	Tên nỏ
7003	AK-48
7005	Súng Hoàng Kim
7006	VIP-Pháo
7007	VIP-Lựu đạn
7008	VIP-Phi tiêu
7009	VIP-Sấm sét
7010	VIP-Lu gạch
7011	VIP_ GIỎ ĐỒ
7012	VIP-Tủ thuốc
7013	VIP-Túi vũ khí
7014	Vip TV, tủ lạnh
7015	WOW-Pháo
7016	WOW-Lựu đạn
7017	WOW-Phi tiêu
7018	WOW-Sấm sét
7019	Wow Lu gạch
7020	Wow GIỎ ĐỒ
7021	Wow Tủ thuốc
7022	Wow Túi vũ khí
7023	Wow TV, tủ lạnh
7024	VIP-Boomerang
7025	弓
7026	Vip-Thương cổ
7027	VIP·Búa Minotaure
7028	Dụng cụ học tập
7101	Búa đồng
7102	Cung đồng
7103	Pháo
7104	Lựu đạn
7105	Phi tiêu
7106	Sấm sét
7107	Lu sành sứ
7108	Giỏ trái cây
7109	Dao phẫu thuật
7110	Cái bô
7111	Điện gia dụng
7201	Búa vàng
7202	Nỏ vàng
8001	Mặc định
8002	Chúc phúc
8003	Tinh xảo
8004	Ác ma
8005	Lắc xương thú
8006	Vĩnh cửu
8007	Lắc vàng Huyền Vũ
8008	Lắc Thanh Long
8009	Lắc vàng Bạch Hổ
8010	Vòng tăng tấn công
8011	Vòng tăng phòng thủ
8012	Vòng nhanh nhẹn
8013	Vòng tăng may mắn
8014	Bao tay Venus
8102	Chúc phúc+1
8103	Tinh xảo+1
8104	Ác ma+1
8106	Vĩnh cửu+1
8114	Bao tay Venus +1
8202	Chúc phúc+2
8203	Tinh xảo+2
8204	Ác ma+2
8206	Vĩnh cửu+2
8214	Bao tay Venus +2
8302	Chúc phúc+3
8303	Tinh xảo+3
8304	Ác ma+3
8306	Vĩnh cửu+3
8314	Bao tay Venus +3
8402	Chúc phúc+4
8403	Tinh xảo+4
8404	Ác ma+4
8406	Vĩnh cửu+4
8414	Bao tay Venus +4
8502	Chúc phúc+5
8503	Tinh xảo+5
8504	Ác ma+5
8506	Vĩnh cửu+5
8514	Bao tay Venus +5
9001	Mặc định
9002	Thiên Vũ
9003	Cỏ bốn lá
9004	Mã não
9005	Lam hải
9006	Nhẫn chữ P
9007	Nhẫn thép
9008	Nhẫn sắc bén
9009	Nhẫn chúc phúc
9010	Nhẫn Chu Tước
9011	Nhẫn Huyền Vũ
9012	Nhẫn Thanh Long
9013	Nhẫn Bạch Hổ
9014	Nhẫn tấn công
9015	Nhẫn phòng thủ
9016	Nhẫn nhanh nhẹn
9017	Nhẫn may mắn
9018	Cuồng công kích
9019	Đỉnh phòng ngự
9020	Siêu nhanh nhẹn
9021	Cực may mắn
9022	Vật định tình
9023	Nhẫn vĩnh cửu
9024	Lãng mạn
9025	Hạnh phúc
9102	Thiên Vũ+1
9103	Cỏ bốn lá+1
9105	Lam hải+1
9106	Nhẫn chữ P+1
9122	Vật định tình+1
9123	Vĩnh cửu +1
9124	Lãng mạn +1
9125	Hạnh phúc +1
9202	Thiên Vũ+2
9203	Cỏ bốn lá+2
9205	Lam hải+2
9206	Nhẫn chữ P+2
9222	Vật định tình+2
9223	Vĩnh cửu +2
9224	Lãng mạn +2
9225	Hạnh phúc +2
9302	Thiên Vũ+3
9303	Cỏ bốn lá+3
9305	Lam hải+3
9306	Nhẫn chữ P+3
9322	Vật định tình+3
9323	Vĩnh cửu +3
9324	Lãng mạn +3
9325	Hạnh phúc +3
9402	Thiên Vũ+4
9403	Cỏ bốn lá+4
9405	Lam hải+4
9406	Nhẫn chữ P+4
9422	Vật định tình+4
9423	Vĩnh cửu +4
9424	Lãng mạn +4
9425	Hạnh phúc +4
9502	Thiên Vũ+5
9503	Cỏ bốn lá+5
9505	Lam hải+5
9506	Nhẫn chữ P+5
9522	Vật định tình+5
9523	Vĩnh cửu +5
9524	Lãng mạn +5
9525	Hạnh phúc +5
10001	Tấn công +2
10002	Tấn công +1
10003	Súng 3 tia
10004	Sát thương +50%
10005	Sát thương +40%
10006	Sát thương +30%
10007	Sát thương +20%
10008	Sát thương +10%
10009	Hồi máu nhóm
10010	Ẩn thân
10011	Ẩn nhóm
10012	Hồi máu
10013	Đổi gió
10015	Đạn băng
10016	Chuyển đến
10017	Dẫn đường
10018	Kích nộ
10019	Sát thương +5%
10020	Áo giáp
10021	Miễn kháng
10022	Nguyên tử
10023	bánh trung thu
10024	POW
10025	Bay
10060	Set hoàng kim-Lựu đạn
10061	Set hoàng kim-Pháo
10062	Set hoàng kim-lu gạch
10063	Set hoàng kim-Tủ thuốc
10064	Set hoàng kim-Phi tiêu
10065	Set hoàng kim-Sấm sét
10066	Set hoàng kim-Giỏ trái cây
10067	Set hoàng kim-Túi vũ khí
10068	Set hoàng kim-Tivi tủ lạnh
10069	Set hoàng kim-Boomerang
10070	Set hoàng kim-Thương cổ
10071	Set hoàng kim-Búa Minotaure
10200	Đạo cụ vô hạn
11001	Đá Chu Tước 1
11002	Đá Chu Tước 2
11003	Đá Chu Tước 3
11004	Đá Chu Tước 4
11005	Đá Huyền Vũ 1
11006	Đá Huyền Vũ 2
11007	Đá Huyền Vũ 3
11008	Đá Huyền Vũ 4
11009	Đá Thanh Long 1
11010	Đá Thanh Long 2
11011	Đá Thanh Long 3
11012	Đá Thanh Long 4
11013	Đá Bạch Hổ 1
11014	Đá Bạch Hổ 2
11015	Đá Bạch Hổ 3
11016	Đá Bạch Hổ 4
11017	Bùa may mắn 15%
11018	Bùa may mắn 25%
11019	Đá cường hóa 1
11020	Bùa ma thuật
11021	Đá cường hóa 2
11022	Đá cường hóa 3
11023	Đá cường hóa 4
11024	Đá cường hóa 5
11026	Mũi khoan cấp 3
11027	Mũi khoan cấp 4
11030	Đá Chu Tước 5
11031	Đá Huyền Vũ 5
11032	Đá Thanh Long 5
11033	Đá Bạch Hổ 5
11034	Mảnh ghép mũi khoan
11035	Mũi khoan cấp 1
11036	Mũi khoan cấp 2
11037	Mảnh ghép sơ cấp VIP·Thiên sứ ban phúc
11038	Mảnh ghép cao cấp VIP·Thiên sứ ban phúc
11039	Mảnh ghép sơ cấp VIP·Boomerang
11040	Mảnh ghép cao cấp VIP·Boomerang
11041	Mảnh ghép sơ cấp VIP· Thương cổ
11042	Mảnh ghép cao cấp VIP·Thương cổ
11043	Mảnh ghép sơ cấp VIP·Búa Minotaure
11044	Mảnh ghép cao cấp VIP·Búa Minotaure
11045	Mảnh ghép sơ cấp Khiêng bolobala
11046	Mảnh ghép cao cấp Khiêng bolobala
11100	Loa lớn thế giới
11101	Loa nhỏ
11102	Loa lớn
11103	Nhẫn cầu hôn
11104	Lá cờ Chiến thắng
11105	Card người tốt
11106	Hoa Hồng
11107	kinh nghiệm
11108	đèn bí đỏ
11109	Vớ đỏ
11201	Chu Tước
11202	Huyền Vũ
11203	Thanh Long
11204	Bạch Hổ
11205	Túi quà
11206	Túi quà
11207	Túi quà
11208	Túi quà
11209	Túi quà
11210	Rương vũ khí
11212	Rương bảo thiết
11214	Quà tân thủ_Vũ khí
11215	Quà _ Y phục
11216	Quà _ Y phục
11217	Túi quà-Mắt
11218	Túi quà-Mắt
11219	Túi quà-Trang sức
11220	Túi quà-Đạo cụ
11223	Túi thơm
11224	Túi quà Gunny
11225	Túi quà Gunny
11226	Rương vũ khí
11227	Rương quà
11228	Thêm sức cấp 5
11229	Túi quà Cấp 10
11230	Thêm sức cấp 5
11231	Túi quà Cấp 10
11232	Hộp thần bí
11233	Rương vàng
11234	Túi quà yêu thương lớn
11235	Túi quà yêu thương lớn
11236	Túi quà hào hoa lớn
11238	Túi điện thoại
11239	Túi quà Cấp 1
11240	Túi quà Cấp 2
11241	Túi quà Cấp 3
11242	Túi quà Cấp 4
11243	Túi quà Cấp 5
11244	Túi quà Guild
11245	Quà Guild sơ cấp
11246	Quà Guild 1
11247	Quà Guild 2
11248	Túi quà set Ngưu Lang
11249	Túi quà set Chức Nữ
11250	Túi quà set Ngưu Lang
11251	Túi quà set Chức Nữ
11252	Lì xì cấp 1
11253	Túi quà đại gia
11254	Túi vũ khí VIP
11255	Túi quà nạp thẻ
11256	Nguyệt Thần Bảo Hợp
11257	Lì xì cấp 2
11258	Lì xì cấp 3
11259	Lì xì cấp 4
11260	Lì xì cấp 5
11261	Rương may mắn
11262	Rương WOW
11263	Túi vũ khí WOW cấp 5
11264	Túi vũ khí WOW cấp 9
11265	Chúc phúc yêu thương
11266	Túi bùa
11267	Nước kinh nghiệm may mắn
11268	Lời cảm tạ
